Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-07-23 00:00:00-04:00,100.53830210728108,102.27856647590077,100.37751100828969,102.11778259277344,29707000,0.0,0.0
2018-07-24 00:00:00-04:00,102.68527251287955,102.92172197590229,101.44627963571719,101.82460021972656,26316600,0.0,0.0
2018-07-25 00:00:00-04:00,102.1083269523015,105.12542416449105,101.76783917593495,104.82276916503906,30702100,0.0,0.0
2018-07-26 00:00:00-04:00,104.73764122192395,104.98355065832236,103.56485402780449,103.67835235595703,31372100,0.0,0.0
2018-07-27 00:00:00-04:00,104.2080003237774,104.2080003237774,100.38697640339939,101.843505859375,37005300,0.0,0.0
2018-07-30 00:00:00-04:00,101.38005819763006,101.70162595336525,99.0817694883482,99.65870666503906,34668300,0.0,0.0
2018-07-31 00:00:00-04:00,100.71800405229122,100.93554071770946,99.66816793421323,100.33023071289062,27655200,0.0,0.0
2018-08-01 00:00:00-04:00,100.28294445939243,100.68017782291496,99.70600719604856,100.51939392089844,23628700,0.0,0.0
2018-08-02 00:00:00-04:00,99.68707694240443,102.23126779551215,99.15742533467247,101.73945617675781,26104300,0.0,0.0
2018-08-03 00:00:00-04:00,101.95699342495008,102.1934428464218,101.03010851780093,102.1839828491211,18659600,0.0,0.0
2018-08-06 00:00:00-04:00,102.25965885089731,102.54339385615441,101.7300071858614,102.26911163330078,20265900,0.0,0.0
2018-08-07 00:00:00-04:00,102.6758148178072,103.18654653530014,102.30695422448424,102.97846984863281,16080200,0.0,0.0
2018-08-08 00:00:00-04:00,103.40408837745436,103.80132177224658,102.86498385141762,103.55541229248047,15487500,0.0,0.0
2018-08-09 00:00:00-04:00,103.7634797520111,104.18909310785452,103.65944141275148,103.72564697265625,13677200,0.0,0.0
2018-08-10 00:00:00-04:00,103.48920574208718,103.7445752190708,102.50557504824647,103.09197235107422,18183700,0.0,0.0
2018-08-13 00:00:00-04:00,103.3189428542385,103.64051783733176,102.24073401044268,102.34477233886719,18472500,0.0,0.0
2018-08-14 00:00:00-04:00,102.67578443778226,103.80128588308503,102.18397286415875,103.62158203125,16788300,0.0,0.0
2018-08-15 00:00:00-04:00,103.0044812401226,103.47920003110951,101.41892221669845,102.2164535522461,29982800,0.42,0.0
2018-08-16 00:00:00-04:00,102.82406558550312,103.35574817156035,101.87462825689693,102.19743347167969,21384300,0.0,0.0
2018-08-17 00:00:00-04:00,101.93161787635896,102.44431503229686,101.2954964442936,102.14049530029297,18061500,0.0,0.0
2018-08-20 00:00:00-04:00,102.07403196325654,102.44431202440082,101.09611245594557,101.46639251708984,17914200,0.0,0.0
2018-08-21 00:00:00-04:00,101.51385763720626,101.922116059495,100.49795978318078,100.62139129638672,22881900,0.0,0.0
2018-08-22 00:00:00-04:00,100.49794826724849,101.91260797806588,100.43148793838144,101.64676666259766,18000600,0.0,0.0
2018-08-23 00:00:00-04:00,101.73222488813376,102.71014430911133,101.46638355935923,102.12149047851562,18167700,0.0,0.0
2018-08-24 00:00:00-04:00,102.22594423288734,103.07094311391961,102.12150551782636,102.91903686523438,17234000,0.0,0.0
2018-08-27 00:00:00-04:00,103.74502588629443,104.09632034681813,103.02345864727741,104.05834197998047,19662300,0.0,0.0
2018-08-28 00:00:00-04:00,104.38116258513404,104.91284527489934,104.23874550933735,104.68498229980469,19151500,0.0,0.0
2018-08-29 00:00:00-04:00,104.8653634132727,106.36547632214702,104.69446438259547,106.3559799194336,20818000,0.0,0.0
2018-08-30 00:00:00-04:00,106.02368654538098,106.91616013572501,105.80531997133943,106.2895278930664,22798700,0.0,0.0
2018-08-31 00:00:00-04:00,106.04268250662678,107.07756596141905,105.88127261761637,106.65032196044922,23222700,0.0,0.0
2018-09-04 00:00:00-04:00,105.2451515192348,106.29902778473756,104.64700846731445,106.0616683959961,22634600,0.0,0.0
2018-09-05 00:00:00-04:00,105.39704953967653,105.78631511340463,102.63418318318736,103.00446319580078,32872400,0.0,0.0
2018-09-06 00:00:00-04:00,102.77659898929113,103.47918064007703,102.07401733850524,103.2418212890625,23477600,0.0,0.0
2018-09-07 00:00:00-04:00,102.7576173779993,103.22283969565194,101.80817993744861,102.7386245727539,22498600,0.0,0.0
2018-09-10 00:00:00-04:00,103.33676733047263,104.09632017873366,102.88104141642225,103.8494644165039,20727900,0.0,0.0
2018-09-11 00:00:00-04:00,103.39374484442043,105.94772678499791,103.38424844123566,105.61542510986328,24301800,0.0,0.0
2018-09-12 00:00:00-04:00,105.79582703958705,106.19458907420062,104.92234622749059,106.0616683959961,18891100,0.0,0.0
2018-09-13 00:00:00-04:00,106.4509398711266,107.97953489401813,106.4509398711266,107.20099639892578,26055600,0.0,0.0
2018-09-14 00:00:00-04:00,107.62821416996078,107.97950858278887,106.75473358218655,107.63771057128906,19122300,0.0,0.0
2018-09-17 00:00:00-04:00,107.94154827319285,107.95103743247626,106.2040759647669,106.46991729736328,20736500,0.0,0.0
2018-09-18 00:00:00-04:00,106.51738634607658,107.95103163322327,106.07114960020513,107.48580932617188,22170900,0.0,0.0
2018-09-19 00:00:00-04:00,107.33390082421109,107.59024573467067,105.42552962454079,106.05215454101562,21728400,0.0,0.0
2018-09-20 00:00:00-04:00,106.60283107488496,108.04597999234055,106.27052943061314,107.82760620117188,23714500,0.0,0.0
2018-09-21 00:00:00-04:00,108.23587128104583,109.4606464831989,107.77064895024806,108.48272705078125,71229700,0.0,0.0
2018-09-24 00:00:00-04:00,107.31492465219154,109.09037547070115,106.54588255798895,108.87200164794922,27334500,0.0,0.0
2018-09-25 00:00:00-04:00,108.99540240909137,109.28022924630521,107.998490369764,108.66309356689453,22668000,0.0,0.0
2018-09-26 00:00:00-04:00,108.68210310798423,109.24226771132281,107.98901060111456,108.21688079833984,19352000,0.0,0.0
2018-09-27 00:00:00-04:00,108.97643984228111,109.09987135858789,108.42576432980023,108.62515258789062,19091300,0.0,0.0
2018-09-28 00:00:00-04:00,108.41626679851902,108.7770504286832,107.93205166157874,108.58716583251953,21647800,0.0,0.0
2018-10-01 00:00:00-04:00,108.94794853692618,109.83092566448711,108.92896297492435,109.76446533203125,18883100,0.0,0.0
2018-10-02 00:00:00-04:00,109.4701377041816,109.98282753789961,108.65362094139708,109.32772064208984,20787200,0.0,0.0
2018-10-03 00:00:00-04:00,109.58409250724047,110.30566715395355,109.11887008405975,109.34673309326172,16648000,0.0,0.0
2018-10-04 00:00:00-04:00,108.81501176451158,108.9574288111592,105.98568536527827,107.0870361328125,34821700,0.0,0.0
2018-10-05 00:00:00-04:00,106.9351297629371,107.44782681862551,105.04575140033836,106.46041107177734,29068900,0.0,0.0
2018-10-08 00:00:00-04:00,106.0141816521121,106.36546884786222,103.8114799698855,105.24513244628906,29640600,0.0,0.0
2018-10-09 00:00:00-04:00,105.52048207858871,107.36239312749136,105.19767680887306,106.58385467529297,26198600,0.0,0.0
2018-10-10 00:00:00-04:00,105.61541079991663,105.86226654384129,100.44098004119076,100.79227447509766,61376300,0.0,0.0
2018-10-11 00:00:00-04:00,100.02323411247728,103.42222192887144,98.93137959402708,100.55492401123047,63904300,0.0,0.0
2018-10-12 00:00:00-04:00,103.49817879440256,105.61542025845793,101.70374258746911,104.02986145019531,47742100,0.0,0.0
2018-10-15 00:00:00-04:00,103.40325305167296,103.9444321968518,101.54234897121982,102.15948486328125,32068100,0.0,0.0
2018-10-16 00:00:00-04:00,104.00137263299796,105.7768231610839,103.44120080586889,105.3875503540039,31610200,0.0,0.0
2018-10-17 00:00:00-04:00,106.03316856692793,106.15659282057442,104.0108695232173,105.11221313476562,26548200,0.0,0.0
2018-10-18 00:00:00-04:00,104.53306024065905,104.94131862782885,102.37784044843055,103.01396179199219,32506200,0.0,0.0
2018-10-19 00:00:00-04:00,103.42222322393201,105.25463781885477,102.73862709099852,103.16587829589844,32785500,0.0,0.0
2018-10-22 00:00:00-04:00,103.79252204883427,104.95083712341278,102.76712766376794,104.08684539794922,26545600,0.0,0.0
2018-10-23 00:00:00-04:00,102.32088490962566,103.46021435292197,99.79538471104152,102.63420104980469,43770400,0.0,0.0
2018-10-24 00:00:00-04:00,102.92852446005325,103.00447395607856,96.45335365500013,97.14644622802734,63897800,0.0,0.0
2018-10-25 00:00:00-04:00,101.16256583995634,103.74502968682599,100.7827894013001,102.82408142089844,61646800,0.0,0.0
2018-10-26 00:00:00-04:00,100.3460516689327,103.25132810027432,99.46307450439882,101.55183410644531,55523100,0.0,0.0
2018-10-29 00:00:00-04:00,102.64368872583574,103.20385337400826,96.4913305373577,98.59908294677734,55162000,0.0,0.0
2018-10-30 00:00:00-04:00,98.4187081127374,99.10229712105945,95.04820163186614,98.48516845703125,65350900,0.0,0.0
